id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
22,Name_309,48.0,70000.0,2018-05-15,Marketing,8155.0,"Street 16, City 4",5196196217,email_123@example.com,17,medium
23,Name_770,26.0,60000.0,2022-01-26,Finance,9702.0,"Street 22, City 1",6413092387,email_884@example.com,17,medium
24,Name_344,37.0,70000.0,2024-12-06,Finance,5522.0,"Street 82, City 20",4069087994,email_973@example.com,18,medium
25,Name_492,27.0,60000.0,2024-01-13,HR,5400.0,,,,4,medium
26,Name_414,54.0,60000.0,2016-12-24,IT,4620.0,"Street 91, City 3",9052774959,email_500@example.com,17,medium
27,Name_806,44.0,60000.0,2018-04-08,Finance,3257.0,"Street 39, City 33",7820364795,email_969@example.com,18,medium
28,Name_386,30.0,70000.0,2023-02-07,IT,8367.0,"Street 27, City 42",7825767472,email_858@example.com,18,medium
29,Name_192,58.0,70000.0,2024-09-24,IT,9927.0,,,,4,medium
30,Name_956,19.0,60000.0,2025-01-11,HR,,"Street 60, City 6",4649855930,email_330@example.com,17,medium
31,Name_277,67.0,70000.0,2020-01-14,HR,2851.0,"Street 67, City 42",9206781070,email_148@example.com,18,medium
32,Name_161,38.0,50000.0,,Finance,5339.0,"Street 22, City 34",3874481536,email_422@example.com,18,low
33,Name_460,50.0,70000.0,2023-12-22,Finance,5689.0,"Street 56, City 20",1329844973,email_199@example.com,18,medium
34,Name_314,41.0,60000.0,,Marketing,8510.0,,,,4,medium
35,Name_22,70.0,50000.0,2020-02-12,IT,4792.0,"Street 4, City 18",9244216887,email_382@example.com,17,low
36,Name_253,61.0,50000.0,2024-09-11,IT,7129.0,,,,4,low
37,Name_748,59.0,70000.0,2021-01-24,HR,9092.0,"Street 54, City 39",6234628355,email_625@example.com,18,medium
38,Name_857,51.0,60000.0,2019-06-07,HR,6245.0,"Street 66, City 38",9591528412,email_164@example.com,18,medium
39,Name_561,77.0,60000.0,2020-01-25,Finance,2056.0,"Street 42, City 16",3663438066,email_300@example.com,18,medium
40,Name_475,26.0,60000.0,2023-08-02,Marketing,2543.0,"Street 85, City 39",1974056501,email_582@example.com,18,medium
41,Name_59,19.0,50000.0,2018-05-22,Marketing,8204.0,"Street 7, City 16",4845483025,email_538@example.com,17,low
42,Name_511,72.0,60000.0,2015-04-27,HR,1965.0,"Street 7, City 37",8198005658,email_289@example.com,17,medium
43,Name_682,73.0,50000.0,,HR,8889.0,,,,4,low
44,Name_476,47.0,60000.0,2022-08-22,Marketing,7799.0,"Street 47, City 1",1098471481,email_396@example.com,17,medium
45,Name_700,48.0,60000.0,,Marketing,8248.0,"Street 72, City 7",6463751104,email_770@example.com,17,medium
46,Name_976,63.0,70000.0,2023-12-26,Finance,3253.0,"Street 97, City 11",3669230674,email_277@example.com,18,medium
47,Name_783,28.0,60000.0,2018-08-15,Marketing,3536.0,"Street 38, City 18",4502590495,email_954@example.com,18,medium
48,Name_190,72.0,50000.0,2017-03-20,IT,,"Street 80, City 48",7481195200,email_461@example.com,18,low
49,Name_958,60.0,70000.0,2015-06-02,Marketing,1401.0,,,,4,medium
50,Name_687,34.0,50000.0,2017-10-30,Unknown,3814.0,"Street 38, City 20",2266837952,email_313@example.com,18,low
51,Name_958,53.0,70000.0,2016-10-13,Marketing,7425.0,"Street 98, City 16",7641432642,email_765@example.com,18,medium
52,Name_563,30.0,50000.0,2021-09-25,HR,8298.0,"Street 14, City 2",8306613395,email_212@example.com,17,low
53,Name_876,24.0,60000.0,,HR,1538.0,"Street 38, City 26",7676689971,email_709@example.com,18,medium
54,Name_567,33.0,60000.0,2021-09-13,Unknown,9081.0,"Street 36, City 18",8978089683,email_363@example.com,18,medium
55,Name_244,50.0,60000.0,2019-06-19,IT,4236.0,"Street 27, City 6",3515582721,email_219@example.com,17,medium
56,Name_832,62.0,60000.0,,Marketing,9828.0,"Street 81, City 3",5606412050,email_522@example.com,17,medium
57,Name_505,18.0,60000.0,2018-08-20,Marketing,5471.0,"Street 5, City 2",2078439993,email_68@example.com,16,medium
58,Name_131,28.0,70000.0,2020-12-09,Unknown,2215.0,"Street 46, City 12",5339926669,email_904@example.com,18,medium
59,Name_485,23.0,60000.0,,Finance,3144.0,"Street 42, City 12",7554468223,email_913@example.com,18,medium
60,Name_819,37.0,60000.0,2022-08-04,Finance,1791.0,"Street 17, City 25",9440691523,email_949@example.com,18,medium
61,Name_647,52.0,50000.0,2015-04-01,IT,2760.0,"Street 94, City 4",6460874146,email_542@example.com,17,low
62,Name_21,61.0,60000.0,2021-11-23,Marketing,,"Street 89, City 43",1515626317,email_718@example.com,18,medium
63,Name_841,54.0,50000.0,2015-02-10,Marketing,9319.0,"Street 8, City 34",5701677553,email_518@example.com,17,low
64,Name_167,58.0,70000.0,2023-03-11,Marketing,3665.0,"Street 18, City 47",6578501484,email_971@example.com,18,medium
65,Name_274,43.0,60000.0,2017-12-09,HR,8011.0,"Street 1, City 8",3911275130,email_750@example.com,16,medium
66,Name_388,75.0,50000.0,,Finance,2728.0,"Street 29, City 15",6790255751,email_114@example.com,18,low
67,Name_601,29.0,70000.0,,Unknown,9471.0,"Street 19, City 32",5419491424,email_340@example.com,18,medium
68,Name_316,79.0,60000.0,2021-02-26,HR,5900.0,"Street 98, City 22",7974921276,email_400@example.com,18,medium
69,Name_14,47.0,60000.0,2020-07-17,HR,8108.0,"Street 15, City 5",4388087825,email_957@example.com,17,medium
70,Name_242,45.0,70000.0,2024-04-26,Finance,1188.0,"Street 82, City 5",4954145344,email_386@example.com,17,medium
71,Name_777,44.0,60000.0,2025-01-21,Marketing,2592.0,,,,4,medium
72,Name_346,59.0,70000.0,2016-07-15,IT,6948.0,"Street 60, City 28",3456012022,email_231@example.com,18,medium
73,Name_565,36.0,60000.0,2019-12-27,Unknown,4377.0,"Street 19, City 47",5261226072,email_544@example.com,18,medium
74,Name_898,22.0,50000.0,,Finance,3561.0,"Street 7, City 8",5863499976,email_649@example.com,16,low
75,Name_340,75.0,50000.0,2020-09-28,IT,9211.0,"Street 38, City 50",9936307735,email_570@example.com,18,low
76,Name_92,22.0,50000.0,2023-06-12,Finance,2568.0,"Street 87, City 46",5778079186,email_768@example.com,18,low
77,Name_367,58.0,50000.0,,Finance,4917.0,,,,4,low
78,Name_956,44.0,70000.0,2018-04-13,Finance,3150.0,"Street 14, City 11",6427864021,email_591@example.com,18,medium
79,Name_455,45.0,50000.0,,Finance,3123.0,"Street 47, City 15",4789548028,email_520@example.com,18,low
80,Name_428,43.0,50000.0,2024-07-01,Marketing,,"Street 62, City 9",2429625480,email_102@example.com,17,low
81,Name_509,44.0,70000.0,2023-08-23,HR,9667.0,"Street 100, City 45",1019091713,email_743@example.com,19,medium
82,Name_776,69.0,70000.0,2023-06-15,Finance,9009.0,"Street 65, City 24",8330292962,email_504@example.com,18,medium
83,Name_943,66.0,60000.0,2016-06-14,IT,2554.0,"Street 83, City 23",8536671679,email_522@example.com,18,medium
84,Name_35,59.0,70000.0,,IT,5889.0,"Street 45, City 39",1242517820,email_466@example.com,18,medium
85,Name_206,38.0,60000.0,2017-04-16,IT,6527.0,"Street 21, City 21",1022145629,email_208@example.com,18,medium
86,Name_81,18.0,60000.0,2021-09-26,HR,,"Street 1, City 35",5038319436,email_133@example.com,17,medium
87,Name_932,71.0,60000.0,2022-01-24,HR,6167.0,"Street 41, City 35",6432617222,email_633@example.com,18,medium
88,Name_562,45.0,50000.0,2016-12-15,IT,6879.0,"Street 11, City 6",8816546556,email_540@example.com,17,low
89,Name_872,65.0,50000.0,2021-04-06,Marketing,4945.0,"Street 47, City 7",4223878221,email_648@example.com,17,low
90,Name_388,75.0,60000.0,,HR,,"Street 78, City 9",1149272854,email_53@example.com,17,medium
91,Name_2,75.0,50000.0,2024-01-19,HR,6761.0,"Street 98, City 11",1966456958,email_213@example.com,18,low
92,Name_390,32.0,70000.0,2024-02-19,Marketing,5855.0,"Street 47, City 23",4129573709,email_776@example.com,18,medium
93,Name_566,72.0,60000.0,,Finance,,"Street 78, City 39",7493166070,email_527@example.com,18,medium
94,Name_106,34.0,50000.0,2020-04-26,HR,9074.0,"Street 78, City 3",1059711193,email_622@example.com,17,low
95,Name_772,43.0,60000.0,2020-09-05,IT,7263.0,"Street 100, City 47",6779826269,email_763@example.com,19,medium
96,Name_822,37.0,70000.0,2015-06-22,IT,,"Street 33, City 27",4842296595,email_530@example.com,18,medium
97,Name_477,42.0,60000.0,2021-12-06,Marketing,4878.0,"Street 70, City 25",3911423023,email_870@example.com,18,medium
98,Name_703,30.0,60000.0,2018-04-03,IT,2282.0,"Street 5, City 1",8724741951,email_586@example.com,16,medium
99,Name_402,50.0,60000.0,2019-02-23,Unknown,,"Street 92, City 27",1205266371,email_602@example.com,18,medium
100,Name_730,42.0,60000.0,2023-05-21,IT,7889.0,,,,4,medium
101,Name_556,25.0,60000.0,2016-01-04,Marketing,2457.0,"Street 64, City 24",5704330990,email_672@example.com,18,medium
102,Name_162,22.0,50000.0,2022-08-01,Marketing,3367.0,"Street 70, City 36",7087927377,email_442@example.com,18,low
103,Name_202,23.0,50000.0,,Marketing,7965.0,"Street 32, City 6",8424141969,email_635@example.com,17,low
104,Name_958,40.0,50000.0,2022-01-09,Unknown,,"Street 43, City 10",2093729389,email_674@example.com,18,low
105,Name_996,69.0,60000.0,2023-06-13,HR,6873.0,"Street 94, City 33",8005633792,email_594@example.com,18,medium
106,Name_270,47.0,60000.0,2024-11-21,Finance,5284.0,"Street 94, City 38",1731082487,email_197@example.com,18,medium
107,Name_863,31.0,50000.0,2021-09-19,IT,7722.0,"Street 45, City 21",8450696964,email_206@example.com,18,low
108,Name_816,71.0,60000.0,,HR,7791.0,"Street 43, City 35",6201291546,email_200@example.com,18,medium
109,Name_271,40.0,70000.0,2017-06-17,Marketing,,"Street 10, City 32",8598021210,email_31@example.com,18,medium
110,Name_456,28.0,70000.0,2016-01-19,HR,4786.0,,,,4,medium
111,Name_462,48.0,70000.0,2022-02-09,HR,5255.0,"Street 61, City 9",3185965474,email_740@example.com,17,medium
112,Name_727,23.0,60000.0,2021-09-08,Unknown,4536.0,"Street 71, City 35",4450277387,email_736@example.com,18,medium
113,Name_252,28.0,60000.0,2024-09-29,Marketing,3599.0,,,,4,medium
114,Name_702,30.0,50000.0,2023-03-17,Marketing,4317.0,"Street 51, City 2",9770086663,email_266@example.com,17,low
115,Name_296,29.0,70000.0,2020-04-01,IT,6854.0,"Street 100, City 13",7319059009,email_464@example.com,19,medium
116,Name_725,48.0,60000.0,,IT,3166.0,"Street 13, City 43",9974680028,email_575@example.com,18,medium
117,Name_720,19.0,60000.0,2021-10-07,IT,1928.0,,,,4,medium
118,Name_749,70.0,60000.0,2024-03-29,IT,3835.0,"Street 45, City 48",1539085943,email_915@example.com,18,medium
119,Name_338,52.0,60000.0,2021-04-27,HR,6649.0,"Street 81, City 48",5321555633,email_243@example.com,18,medium
120,Name_879,72.0,50000.0,2019-09-30,HR,6647.0,"Street 84, City 32",4277602099,email_439@example.com,18,low
121,Name_53,53.0,50000.0,2020-09-29,IT,3936.0,"Street 41, City 3",5101492458,email_320@example.com,17,low
122,Name_792,34.0,60000.0,2021-02-12,IT,6809.0,"Street 70, City 8",4378229745,email_374@example.com,17,medium
123,Name_922,45.0,60000.0,2016-03-17,IT,1286.0,"Street 17, City 16",4333317168,email_576@example.com,18,medium
124,Name_217,45.0,60000.0,2024-05-15,Finance,1524.0,"Street 48, City 39",8065178778,email_97@example.com,18,medium
125,Name_764,39.0,60000.0,2016-12-31,IT,5562.0,"Street 38, City 24",6641575733,email_763@example.com,18,medium
126,Name_188,55.0,70000.0,2022-05-07,Finance,5133.0,"Street 78, City 41",1525348562,email_325@example.com,18,medium
127,Name_380,24.0,60000.0,2022-07-17,IT,1746.0,,,,4,medium
128,Name_493,48.0,60000.0,2019-02-26,Marketing,2063.0,"Street 83, City 28",5260024334,email_237@example.com,18,medium
129,Name_41,49.0,50000.0,2021-08-04,Unknown,2544.0,"Street 7, City 31",9423588358,email_951@example.com,17,low
130,Name_157,28.0,60000.0,2015-02-17,HR,3850.0,"Street 26, City 6",5948547411,email_795@example.com,17,medium
131,Name_15,41.0,50000.0,2023-10-09,Marketing,3350.0,"Street 15, City 20",8112295304,email_154@example.com,18,low
132,Name_813,20.0,50000.0,2016-07-05,Unknown,7599.0,"Street 9, City 14",8089769356,email_105@example.com,17,low
133,Name_65,47.0,50000.0,2018-04-20,Finance,5045.0,,,,4,low
134,Name_857,23.0,60000.0,2018-02-01,HR,5609.0,,,,4,medium
135,Name_839,75.0,60000.0,,Finance,1533.0,"Street 28, City 23",5077999798,email_184@example.com,18,medium
136,Name_521,19.0,60000.0,,Finance,8458.0,"Street 68, City 25",6302523194,email_822@example.com,18,medium
137,Name_344,78.0,60000.0,2022-01-17,HR,8756.0,"Street 5, City 29",6250970373,email_381@example.com,17,medium
138,Name_129,31.0,70000.0,2017-11-18,Unknown,4060.0,"Street 54, City 18",7704816027,email_141@example.com,18,medium
139,Name_648,58.0,70000.0,2021-08-20,HR,1189.0,"Street 85, City 38",6750028637,email_525@example.com,18,medium
140,Name_472,35.0,70000.0,2015-11-04,IT,1942.0,"Street 76, City 19",2024544525,email_477@example.com,18,medium
141,Name_63,68.0,60000.0,,Finance,3069.0,"Street 91, City 40",7218379512,email_386@example.com,18,medium
142,Name_139,61.0,60000.0,2022-12-31,IT,8628.0,"Street 78, City 11",4153988689,email_595@example.com,18,medium
143,Name_499,48.0,70000.0,,HR,2036.0,"Street 94, City 24",7804472453,email_289@example.com,18,medium
144,Name_593,30.0,60000.0,2023-12-16,HR,3156.0,"Street 49, City 42",3413540742,email_53@example.com,18,medium
145,Name_392,43.0,50000.0,2022-11-15,Unknown,9382.0,,,,4,low
146,Name_675,61.0,60000.0,2022-03-11,Finance,7451.0,"Street 52, City 50",2494460613,email_535@example.com,18,medium
147,Name_419,29.0,60000.0,2016-08-28,Marketing,2140.0,"Street 69, City 19",5187084706,email_334@example.com,18,medium
148,Name_289,48.0,60000.0,2021-08-15,HR,3822.0,"Street 90, City 34",6308889359,email_391@example.com,18,medium
149,Name_379,26.0,60000.0,2019-08-13,Marketing,1363.0,"Street 80, City 19",9791556482,email_243@example.com,18,medium
150,Name_773,66.0,50000.0,2017-10-01,Finance,1592.0,"Street 39, City 36",9165875639,email_790@example.com,18,low
151,Name_490,38.0,50000.0,,IT,2558.0,"Street 10, City 44",4869353069,email_643@example.com,18,low
152,Name_231,65.0,50000.0,2015-09-14,Finance,5076.0,"Street 48, City 43",1999342319,email_578@example.com,18,low
153,Name_41,66.0,60000.0,2022-01-05,Unknown,9818.0,"Street 32, City 41",1236430485,email_653@example.com,18,medium
154,Name_28,70.0,60000.0,2018-03-15,Marketing,8763.0,"Street 46, City 15",4436083851,email_897@example.com,18,medium
155,Name_135,73.0,70000.0,2022-06-22,Marketing,3897.0,"Street 98, City 31",8088776216,email_906@example.com,18,medium
156,Name_201,57.0,60000.0,2021-04-03,IT,4535.0,"Street 12, City 16",7231505470,email_465@example.com,18,medium
157,Name_840,60.0,60000.0,2017-11-30,IT,2934.0,"Street 20, City 16",6229509279,email_833@example.com,18,medium
158,Name_780,41.0,60000.0,2017-04-02,HR,,"Street 37, City 37",1121610514,email_276@example.com,18,medium
159,Name_930,51.0,50000.0,2020-06-14,Finance,,"Street 10, City 14",6817015123,email_553@example.com,18,low
160,Name_33,25.0,70000.0,,Unknown,3587.0,"Street 32, City 32",9348909131,email_471@example.com,18,medium
161,Name_48,61.0,50000.0,,HR,8256.0,"Street 7, City 31",3787375883,email_66@example.com,17,low
162,Name_503,70.0,50000.0,2022-05-14,Finance,6839.0,"Street 54, City 12",3926657011,email_451@example.com,18,low
163,Name_407,50.0,50000.0,2022-08-14,IT,3457.0,"Street 48, City 3",2108603273,email_435@example.com,17,low
164,Name_574,40.0,70000.0,2019-06-25,Unknown,7302.0,"Street 33, City 2",5129733011,email_828@example.com,17,medium
165,Name_728,48.0,70000.0,2020-11-25,IT,9554.0,"Street 90, City 21",7056716915,email_236@example.com,18,medium
166,Name_805,71.0,50000.0,,IT,3727.0,"Street 90, City 19",4417746886,email_645@example.com,18,low
167,Name_99,70.0,70000.0,2016-05-09,Marketing,5261.0,"Street 62, City 28",1913642647,email_679@example.com,18,medium
168,Name_684,66.0,60000.0,2024-08-03,Finance,1754.0,"Street 47, City 37",8824804454,email_34@example.com,18,medium
169,Name_872,31.0,70000.0,2019-03-29,HR,4688.0,"Street 61, City 13",8058245248,email_965@example.com,18,medium
170,Name_726,31.0,50000.0,2021-04-10,Marketing,3211.0,,,,4,low
171,Name_987,33.0,50000.0,2019-09-05,Finance,9836.0,"Street 33, City 1",6015763776,email_323@example.com,17,low
172,Name_547,66.0,60000.0,2021-03-10,Finance,6867.0,"Street 77, City 34",1388036067,email_818@example.com,18,medium
173,Name_961,55.0,60000.0,2024-02-15,Finance,1684.0,"Street 93, City 1",9279646306,email_58@example.com,17,medium
174,Name_739,75.0,50000.0,2022-04-24,Unknown,2820.0,,,,4,low
175,Name_613,77.0,60000.0,2024-03-26,Marketing,7056.0,"Street 49, City 14",3371248159,email_723@example.com,18,medium
176,Name_943,56.0,60000.0,2022-01-13,HR,9611.0,"Street 42, City 24",4840621902,email_585@example.com,18,medium
177,Name_462,43.0,50000.0,2022-07-08,Marketing,8019.0,"Street 45, City 25",1882858895,email_380@example.com,18,low
178,Name_643,43.0,60000.0,2021-02-04,IT,3997.0,"Street 47, City 18",9694965836,email_537@example.com,18,medium
179,Name_769,18.0,60000.0,2021-05-14,Finance,,"Street 40, City 14",9472044145,email_139@example.com,18,medium
180,Name_5,49.0,50000.0,,IT,,"Street 77, City 12",5546521159,email_424@example.com,18,low
181,Name_218,74.0,70000.0,2019-05-27,Marketing,7566.0,"Street 65, City 44",8937530125,email_931@example.com,18,medium
182,Name_503,32.0,60000.0,2022-05-12,HR,9913.0,"Street 8, City 6",8518468730,email_3@example.com,16,medium
183,Name_767,69.0,70000.0,2018-05-31,IT,4998.0,"Street 18, City 32",2240187396,email_521@example.com,18,medium
184,Name_398,38.0,50000.0,,IT,6093.0,"Street 8, City 25",5870927306,email_897@example.com,17,low
185,Name_871,35.0,50000.0,2020-06-08,Unknown,8223.0,"Street 15, City 45",8468230087,email_410@example.com,18,low
186,Name_795,47.0,60000.0,2016-09-27,Marketing,6622.0,"Street 63, City 37",1714967749,email_385@example.com,18,medium
187,Name_393,77.0,60000.0,2024-04-15,IT,8101.0,"Street 82, City 44",5808317044,email_792@example.com,18,medium
188,Name_207,75.0,60000.0,2017-07-27,Marketing,5262.0,"Street 58, City 41",1843867943,email_655@example.com,18,medium
189,Name_15,30.0,60000.0,2018-02-17,HR,6982.0,,,,4,medium
190,Name_858,41.0,70000.0,2023-06-16,IT,9083.0,"Street 58, City 32",3757383577,email_744@example.com,18,medium
191,Name_554,47.0,60000.0,2015-05-14,HR,8104.0,"Street 33, City 8",2752924295,email_413@example.com,17,medium
192,Name_892,19.0,70000.0,2019-03-14,IT,5459.0,,,,4,medium
193,Name_461,48.0,50000.0,,Finance,1668.0,"Street 1, City 28",5228635413,email_312@example.com,17,low
194,Name_691,64.0,70000.0,2025-01-30,Unknown,5253.0,"Street 59, City 29",8564022007,email_358@example.com,18,medium
195,Name_575,61.0,70000.0,,Unknown,6514.0,"Street 16, City 40",3636903962,email_953@example.com,18,medium
196,Name_864,48.0,70000.0,2015-03-16,Unknown,2550.0,"Street 20, City 2",3895004576,email_287@example.com,17,medium
197,Name_743,42.0,60000.0,,HR,2411.0,"Street 96, City 37",1214356225,email_458@example.com,18,medium
198,Name_241,67.0,60000.0,2023-11-25,Marketing,1908.0,"Street 52, City 26",1873009281,email_588@example.com,18,medium
199,Name_564,31.0,70000.0,,Unknown,1134.0,,,,4,medium
200,Name_96,23.0,60000.0,,IT,2890.0,"Street 24, City 7",5266270086,email_67@example.com,17,medium
201,Name_900,29.0,60000.0,2020-04-27,IT,1333.0,"Street 50, City 24",2969066946,email_634@example.com,18,medium
202,Name_734,37.0,60000.0,2024-09-27,Finance,9157.0,"Street 88, City 22",7562920640,email_98@example.com,18,medium
203,Name_485,40.0,60000.0,2019-03-15,HR,3938.0,"Street 88, City 8",7824955672,email_916@example.com,17,medium
204,Name_407,47.0,50000.0,2023-08-17,IT,4626.0,"Street 54, City 11",5956176284,email_825@example.com,18,low
205,Name_231,47.0,50000.0,2016-03-03,IT,2588.0,"Street 27, City 16",5244051364,email_318@example.com,18,low
206,Name_749,55.0,50000.0,2018-06-07,Finance,9116.0,"Street 41, City 24",3877187651,email_792@example.com,18,low
207,Name_655,75.0,60000.0,2020-01-28,Finance,9950.0,"Street 94, City 31",2912355573,email_492@example.com,18,medium
208,Name_171,47.0,60000.0,2018-11-23,Marketing,9792.0,,,,4,medium
209,Name_541,58.0,50000.0,2024-04-24,Marketing,4183.0,"Street 72, City 40",7523897405,email_857@example.com,18,low
210,Name_36,47.0,70000.0,,Marketing,3439.0,"Street 89, City 27",3904960871,email_817@example.com,18,medium
211,Name_525,74.0,60000.0,2022-12-31,IT,,,,,4,medium
212,Name_160,75.0,50000.0,2024-08-17,Finance,7474.0,"Street 54, City 10",5570357097,email_648@example.com,18,low
213,Name_839,53.0,60000.0,2020-07-17,HR,4323.0,"Street 76, City 20",9097492212,email_921@example.com,18,medium
214,Name_699,66.0,50000.0,2024-07-24,Marketing,2187.0,"Street 35, City 35",3175957529,email_191@example.com,18,low
215,Name_243,51.0,70000.0,2018-04-16,Unknown,3231.0,"Street 1, City 30",2208520268,email_308@example.com,17,medium
216,Name_86,33.0,60000.0,,IT,1118.0,"Street 45, City 33",3413344251,email_918@example.com,18,medium
217,Name_796,41.0,50000.0,2024-03-20,HR,1734.0,"Street 6, City 3",9776929153,email_350@example.com,16,low
218,Name_578,31.0,50000.0,2015-10-20,IT,6382.0,"Street 19, City 21",4893694949,email_96@example.com,18,low
219,Name_682,43.0,60000.0,2020-02-19,Marketing,,"Street 44, City 13",1437145750,email_160@example.com,18,medium
220,Name_557,25.0,70000.0,2019-05-09,IT,,"Street 34, City 14",4605498595,email_61@example.com,18,medium
221,Name_574,31.0,50000.0,2024-12-05,Marketing,1817.0,,,,4,low
222,Name_953,48.0,50000.0,2020-10-26,IT,6527.0,"Street 71, City 29",2409046648,email_218@example.com,18,low
223,Name_646,19.0,60000.0,2020-03-28,Marketing,,"Street 89, City 18",2751693093,email_103@example.com,18,medium
224,Name_796,65.0,60000.0,,Finance,1707.0,"Street 69, City 29",6113993439,email_424@example.com,18,medium
225,Name_28,21.0,60000.0,2022-10-21,Finance,4970.0,"Street 95, City 49",6123009341,email_788@example.com,18,medium
226,Name_620,18.0,60000.0,,Finance,3958.0,"Street 7, City 25",8951169427,email_725@example.com,17,medium
227,Name_556,72.0,60000.0,2019-11-12,Finance,9777.0,"Street 7, City 14",6392538152,email_454@example.com,17,medium
228,Name_340,37.0,50000.0,2019-05-21,Finance,6503.0,"Street 3, City 39",8502539094,email_668@example.com,17,low
229,Name_798,76.0,70000.0,2023-11-01,Unknown,,"Street 95, City 38",2597868976,email_826@example.com,18,medium
230,Name_958,31.0,60000.0,2016-02-01,IT,9731.0,"Street 49, City 1",4985303690,email_167@example.com,17,medium
231,Name_331,57.0,50000.0,2023-11-21,Finance,2759.0,"Street 5, City 22",4037406799,email_122@example.com,17,low
232,Name_640,42.0,60000.0,2019-04-22,Unknown,9404.0,"Street 15, City 42",5949847362,email_360@example.com,18,medium
233,Name_506,77.0,70000.0,2023-04-03,Unknown,6216.0,"Street 26, City 7",2545315096,email_571@example.com,17,medium
234,Name_348,42.0,50000.0,2016-04-28,IT,2329.0,"Street 76, City 3",3636705435,email_971@example.com,17,low
235,Name_473,20.0,50000.0,2024-05-02,IT,8908.0,"Street 77, City 18",2122382644,email_178@example.com,18,low
236,Name_231,22.0,60000.0,,Marketing,2199.0,"Street 81, City 8",3590495475,email_992@example.com,17,medium
237,Name_190,55.0,60000.0,2021-02-10,Marketing,3705.0,"Street 65, City 36",7143909681,email_578@example.com,18,medium
238,Name_225,71.0,50000.0,2019-07-17,Finance,9721.0,,,,4,low
239,Name_385,43.0,60000.0,2021-12-07,HR,3296.0,"Street 74, City 23",4500617920,email_107@example.com,18,medium
240,Name_377,57.0,60000.0,2015-11-20,Marketing,8188.0,"Street 38, City 18",7968900832,email_804@example.com,18,medium
241,Name_283,55.0,60000.0,2015-08-02,HR,2175.0,,,,4,medium
242,Name_958,55.0,60000.0,,Marketing,9339.0,"Street 40, City 1",2610995506,email_192@example.com,17,medium
243,Name_633,21.0,70000.0,2023-07-21,Unknown,3413.0,"Street 72, City 40",9022268194,email_411@example.com,18,medium
244,Name_628,24.0,60000.0,2024-08-27,Unknown,1911.0,"Street 60, City 50",8205733835,email_780@example.com,18,medium
245,Name_973,47.0,50000.0,2016-03-21,Unknown,5543.0,,,,4,low
246,Name_745,47.0,60000.0,2016-12-10,HR,2560.0,"Street 16, City 17",8650676418,email_57@example.com,18,medium
247,Name_259,73.0,60000.0,2018-08-20,Finance,8469.0,"Street 47, City 1",6581227962,email_343@example.com,17,medium
248,Name_359,36.0,70000.0,2021-08-04,Marketing,9044.0,"Street 18, City 14",2991125379,email_946@example.com,18,medium
