id,name,age,salary,hire_date,profile,department,bonus
59,Name_485,23.0,,,"{""address"": ""Street 42, City 12"", ""phone"": ""7554468223"", ""email"": ""email_913@example.com""}",Finance,3144.0
60,Name_819,37.0,,2022-08-04,"{""address"": ""Street 17, City 25"", ""phone"": ""9440691523"", ""email"": ""email_949@example.com""}",Finance,1791.0
61,Name_647,52.0,50000,2015-04-01,"{""address"": ""Street 94, City 4"", ""phone"": ""6460874146"", ""email"": ""email_542@example.com""}",IT,2760.0
62,Name_21,61.0,60000,2021-11-23,"{""address"": ""Street 89, City 43"", ""phone"": ""1515626317"", ""email"": ""email_718@example.com""}",Marketing,
63,Name_841,54.0,50000,2015-02-10,"{""address"": ""Street 8, City 34"", ""phone"": ""5701677553"", ""email"": ""email_518@example.com""}",Marketing,9319.0
64,Name_167,58.0,70000,2023-03-11,"{""address"": ""Street 18, City 47"", ""phone"": ""6578501484"", ""email"": ""email_971@example.com""}",Marketing,3665.0
65,Name_274,43.0,60000,2017-12-09,"{""address"": ""Street 1, City 8"", ""phone"": ""3911275130"", ""email"": ""email_750@example.com""}",HR,8011.0
66,Name_388,75.0,50000,,"{""address"": ""Street 29, City 15"", ""phone"": ""6790255751"", ""email"": ""email_114@example.com""}",Finance,2728.0
67,Name_601,29.0,70000,,"{""address"": ""Street 19, City 32"", ""phone"": ""5419491424"", ""email"": ""email_340@example.com""}",,9471.0
68,Name_316,79.0,60000,2021-02-26,"{""address"": ""Street 98, City 22"", ""phone"": ""7974921276"", ""email"": ""email_400@example.com""}",HR,5900.0
69,Name_14,47.0,,2020-07-17,"{""address"": ""Street 15, City 5"", ""phone"": ""4388087825"", ""email"": ""email_957@example.com""}",HR,8108.0
70,Name_242,45.0,70000,2024-04-26,"{""address"": ""Street 82, City 5"", ""phone"": ""4954145344"", ""email"": ""email_386@example.com""}",Finance,1188.0
71,Name_777,44.0,,2025-01-21,,Marketing,2592.0
72,Name_346,59.0,70000,2016-07-15,"{""address"": ""Street 60, City 28"", ""phone"": ""3456012022"", ""email"": ""email_231@example.com""}",IT,6948.0
73,Name_565,36.0,60000,2019-12-27,"{""address"": ""Street 19, City 47"", ""phone"": ""5261226072"", ""email"": ""email_544@example.com""}",,4377.0
74,Name_898,22.0,50000,,"{""address"": ""Street 7, City 8"", ""phone"": ""5863499976"", ""email"": ""email_649@example.com""}",Finance,3561.0
75,Name_340,75.0,50000,2020-09-28,"{""address"": ""Street 38, City 50"", ""phone"": ""9936307735"", ""email"": ""email_570@example.com""}",IT,9211.0
76,Name_92,22.0,50000,2023-06-12,"{""address"": ""Street 87, City 46"", ""phone"": ""5778079186"", ""email"": ""email_768@example.com""}",Finance,2568.0
77,Name_367,58.0,50000,,,Finance,4917.0
78,Name_956,44.0,70000,2018-04-13,"{""address"": ""Street 14, City 11"", ""phone"": ""6427864021"", ""email"": ""email_591@example.com""}",Finance,3150.0
79,Name_455,45.0,50000,,"{""address"": ""Street 47, City 15"", ""phone"": ""4789548028"", ""email"": ""email_520@example.com""}",Finance,3123.0
80,Name_428,43.0,50000,2024-07-01,"{""address"": ""Street 62, City 9"", ""phone"": ""2429625480"", ""email"": ""email_102@example.com""}",Marketing,
81,Name_509,44.0,70000,2023-08-23,"{""address"": ""Street 100, City 45"", ""phone"": ""1019091713"", ""email"": ""email_743@example.com""}",HR,9667.0
82,Name_776,69.0,70000,2023-06-15,"{""address"": ""Street 65, City 24"", ""phone"": ""8330292962"", ""email"": ""email_504@example.com""}",Finance,9009.0
83,Name_943,66.0,60000,2016-06-14,"{""address"": ""Street 83, City 23"", ""phone"": ""8536671679"", ""email"": ""email_522@example.com""}",IT,2554.0
84,Name_35,59.0,70000,,"{""address"": ""Street 45, City 39"", ""phone"": ""1242517820"", ""email"": ""email_466@example.com""}",IT,5889.0
85,Name_206,38.0,,2017-04-16,"{""address"": ""Street 21, City 21"", ""phone"": ""1022145629"", ""email"": ""email_208@example.com""}",IT,6527.0
86,Name_81,18.0,60000,2021-09-26,"{""address"": ""Street 1, City 35"", ""phone"": ""5038319436"", ""email"": ""email_133@example.com""}",HR,
87,Name_932,71.0,60000,2022-01-24,"{""address"": ""Street 41, City 35"", ""phone"": ""6432617222"", ""email"": ""email_633@example.com""}",HR,6167.0
88,Name_562,45.0,50000,2016-12-15,"{""address"": ""Street 11, City 6"", ""phone"": ""8816546556"", ""email"": ""email_540@example.com""}",IT,6879.0
89,Name_872,65.0,50000,2021-04-06,"{""address"": ""Street 47, City 7"", ""phone"": ""4223878221"", ""email"": ""email_648@example.com""}",Marketing,4945.0
90,Name_388,75.0,,,"{""address"": ""Street 78, City 9"", ""phone"": ""1149272854"", ""email"": ""email_53@example.com""}",HR,
91,Name_2,75.0,50000,2024-01-19,"{""address"": ""Street 98, City 11"", ""phone"": ""1966456958"", ""email"": ""email_213@example.com""}",HR,6761.0
92,Name_390,32.0,70000,2024-02-19,"{""address"": ""Street 47, City 23"", ""phone"": ""4129573709"", ""email"": ""email_776@example.com""}",Marketing,5855.0
93,Name_566,72.0,,,"{""address"": ""Street 78, City 39"", ""phone"": ""7493166070"", ""email"": ""email_527@example.com""}",Finance,
94,Name_106,34.0,50000,2020-04-26,"{""address"": ""Street 78, City 3"", ""phone"": ""1059711193"", ""email"": ""email_622@example.com""}",HR,9074.0
95,Name_772,43.0,,2020-09-05,"{""address"": ""Street 100, City 47"", ""phone"": ""6779826269"", ""email"": ""email_763@example.com""}",IT,7263.0
96,Name_822,37.0,70000,2015-06-22,"{""address"": ""Street 33, City 27"", ""phone"": ""4842296595"", ""email"": ""email_530@example.com""}",IT,
97,Name_477,42.0,60000,2021-12-06,"{""address"": ""Street 70, City 25"", ""phone"": ""3911423023"", ""email"": ""email_870@example.com""}",Marketing,4878.0
98,Name_703,30.0,,2018-04-03,"{""address"": ""Street 5, City 1"", ""phone"": ""8724741951"", ""email"": ""email_586@example.com""}",IT,2282.0
99,Name_402,50.0,,2019-02-23,"{""address"": ""Street 92, City 27"", ""phone"": ""1205266371"", ""email"": ""email_602@example.com""}",,
100,Name_730,42.0,60000,2023-05-21,,IT,7889.0
101,Name_556,25.0,,2016-01-04,"{""address"": ""Street 64, City 24"", ""phone"": ""5704330990"", ""email"": ""email_672@example.com""}",Marketing,2457.0
102,Name_162,22.0,50000,2022-08-01,"{""address"": ""Street 70, City 36"", ""phone"": ""7087927377"", ""email"": ""email_442@example.com""}",Marketing,3367.0
103,Name_202,23.0,50000,,"{""address"": ""Street 32, City 6"", ""phone"": ""8424141969"", ""email"": ""email_635@example.com""}",Marketing,7965.0
104,Name_958,40.0,50000,2022-01-09,"{""address"": ""Street 43, City 10"", ""phone"": ""2093729389"", ""email"": ""email_674@example.com""}",,
105,Name_996,69.0,,2023-06-13,"{""address"": ""Street 94, City 33"", ""phone"": ""8005633792"", ""email"": ""email_594@example.com""}",HR,6873.0
106,Name_270,47.0,60000,2024-11-21,"{""address"": ""Street 94, City 38"", ""phone"": ""1731082487"", ""email"": ""email_197@example.com""}",Finance,5284.0
107,Name_863,31.0,50000,2021-09-19,"{""address"": ""Street 45, City 21"", ""phone"": ""8450696964"", ""email"": ""email_206@example.com""}",IT,7722.0
108,Name_816,71.0,60000,,"{""address"": ""Street 43, City 35"", ""phone"": ""6201291546"", ""email"": ""email_200@example.com""}",HR,7791.0
109,Name_271,40.0,70000,2017-06-17,"{""address"": ""Street 10, City 32"", ""phone"": ""8598021210"", ""email"": ""email_31@example.com""}",Marketing,
110,Name_456,28.0,70000,2016-01-19,,HR,4786.0
111,Name_462,48.0,70000,2022-02-09,"{""address"": ""Street 61, City 9"", ""phone"": ""3185965474"", ""email"": ""email_740@example.com""}",HR,5255.0
112,Name_727,23.0,,2021-09-08,"{""address"": ""Street 71, City 35"", ""phone"": ""4450277387"", ""email"": ""email_736@example.com""}",,4536.0
113,Name_252,28.0,,2024-09-29,,Marketing,3599.0
114,Name_702,30.0,50000,2023-03-17,"{""address"": ""Street 51, City 2"", ""phone"": ""9770086663"", ""email"": ""email_266@example.com""}",Marketing,4317.0
115,Name_296,29.0,70000,2020-04-01,"{""address"": ""Street 100, City 13"", ""phone"": ""7319059009"", ""email"": ""email_464@example.com""}",IT,6854.0
116,Name_725,,60000,,"{""address"": ""Street 13, City 43"", ""phone"": ""9974680028"", ""email"": ""email_575@example.com""}",IT,3166.0
117,Name_720,19.0,,2021-10-07,,IT,1928.0
118,Name_749,70.0,60000,2024-03-29,"{""address"": ""Street 45, City 48"", ""phone"": ""1539085943"", ""email"": ""email_915@example.com""}",IT,3835.0
119,Name_338,52.0,60000,2021-04-27,"{""address"": ""Street 81, City 48"", ""phone"": ""5321555633"", ""email"": ""email_243@example.com""}",HR,6649.0
120,Name_879,72.0,50000,2019-09-30,"{""address"": ""Street 84, City 32"", ""phone"": ""4277602099"", ""email"": ""email_439@example.com""}",HR,6647.0
121,Name_53,53.0,50000,2020-09-29,"{""address"": ""Street 41, City 3"", ""phone"": ""5101492458"", ""email"": ""email_320@example.com""}",IT,3936.0
122,Name_792,34.0,60000,2021-02-12,"{""address"": ""Street 70, City 8"", ""phone"": ""4378229745"", ""email"": ""email_374@example.com""}",IT,6809.0
123,Name_922,45.0,60000,2016-03-17,"{""address"": ""Street 17, City 16"", ""phone"": ""4333317168"", ""email"": ""email_576@example.com""}",IT,1286.0
124,Name_217,45.0,60000,2024-05-15,"{""address"": ""Street 48, City 39"", ""phone"": ""8065178778"", ""email"": ""email_97@example.com""}",Finance,1524.0
125,Name_764,39.0,60000,2016-12-31,"{""address"": ""Street 38, City 24"", ""phone"": ""6641575733"", ""email"": ""email_763@example.com""}",IT,5562.0
126,Name_188,55.0,70000,2022-05-07,"{""address"": ""Street 78, City 41"", ""phone"": ""1525348562"", ""email"": ""email_325@example.com""}",Finance,5133.0
127,Name_380,24.0,60000,2022-07-17,,IT,1746.0
128,Name_493,,,2019-02-26,"{""address"": ""Street 83, City 28"", ""phone"": ""5260024334"", ""email"": ""email_237@example.com""}",Marketing,2063.0
129,Name_41,49.0,50000,2021-08-04,"{""address"": ""Street 7, City 31"", ""phone"": ""9423588358"", ""email"": ""email_951@example.com""}",,2544.0
130,Name_157,28.0,,2015-02-17,"{""address"": ""Street 26, City 6"", ""phone"": ""5948547411"", ""email"": ""email_795@example.com""}",HR,3850.0
131,Name_15,41.0,50000,2023-10-09,"{""address"": ""Street 15, City 20"", ""phone"": ""8112295304"", ""email"": ""email_154@example.com""}",Marketing,3350.0
132,Name_813,20.0,50000,2016-07-05,"{""address"": ""Street 9, City 14"", ""phone"": ""8089769356"", ""email"": ""email_105@example.com""}",,7599.0
133,Name_65,47.0,50000,2018-04-20,,Finance,5045.0
134,Name_857,23.0,,2018-02-01,,HR,5609.0
135,Name_839,75.0,,,"{""address"": ""Street 28, City 23"", ""phone"": ""5077999798"", ""email"": ""email_184@example.com""}",Finance,1533.0
136,Name_521,19.0,60000,,"{""address"": ""Street 68, City 25"", ""phone"": ""6302523194"", ""email"": ""email_822@example.com""}",Finance,8458.0
137,Name_344,78.0,60000,2022-01-17,"{""address"": ""Street 5, City 29"", ""phone"": ""6250970373"", ""email"": ""email_381@example.com""}",HR,8756.0
138,Name_129,31.0,70000,2017-11-18,"{""address"": ""Street 54, City 18"", ""phone"": ""7704816027"", ""email"": ""email_141@example.com""}",,4060.0
139,Name_648,58.0,70000,2021-08-20,"{""address"": ""Street 85, City 38"", ""phone"": ""6750028637"", ""email"": ""email_525@example.com""}",HR,1189.0
140,Name_472,35.0,70000,2015-11-04,"{""address"": ""Street 76, City 19"", ""phone"": ""2024544525"", ""email"": ""email_477@example.com""}",IT,1942.0
141,Name_63,68.0,60000,,"{""address"": ""Street 91, City 40"", ""phone"": ""7218379512"", ""email"": ""email_386@example.com""}",Finance,3069.0
142,Name_139,61.0,,2022-12-31,"{""address"": ""Street 78, City 11"", ""phone"": ""4153988689"", ""email"": ""email_595@example.com""}",IT,8628.0
143,Name_499,48.0,70000,,"{""address"": ""Street 94, City 24"", ""phone"": ""7804472453"", ""email"": ""email_289@example.com""}",HR,2036.0
144,Name_593,30.0,60000,2023-12-16,"{""address"": ""Street 49, City 42"", ""phone"": ""3413540742"", ""email"": ""email_53@example.com""}",HR,3156.0
145,Name_392,43.0,50000,2022-11-15,,,9382.0
146,Name_675,61.0,,2022-03-11,"{""address"": ""Street 52, City 50"", ""phone"": ""2494460613"", ""email"": ""email_535@example.com""}",Finance,7451.0
147,Name_419,29.0,,2016-08-28,"{""address"": ""Street 69, City 19"", ""phone"": ""5187084706"", ""email"": ""email_334@example.com""}",Marketing,2140.0
148,Name_289,,60000,2021-08-15,"{""address"": ""Street 90, City 34"", ""phone"": ""6308889359"", ""email"": ""email_391@example.com""}",HR,3822.0
149,Name_379,26.0,60000,2019-08-13,"{""address"": ""Street 80, City 19"", ""phone"": ""9791556482"", ""email"": ""email_243@example.com""}",Marketing,1363.0
150,Name_773,66.0,50000,2017-10-01,"{""address"": ""Street 39, City 36"", ""phone"": ""9165875639"", ""email"": ""email_790@example.com""}",Finance,1592.0
151,Name_490,38.0,50000,,"{""address"": ""Street 10, City 44"", ""phone"": ""4869353069"", ""email"": ""email_643@example.com""}",IT,2558.0
152,Name_231,65.0,50000,2015-09-14,"{""address"": ""Street 48, City 43"", ""phone"": ""1999342319"", ""email"": ""email_578@example.com""}",Finance,5076.0
153,Name_41,66.0,,2022-01-05,"{""address"": ""Street 32, City 41"", ""phone"": ""1236430485"", ""email"": ""email_653@example.com""}",,9818.0
154,Name_28,70.0,,2018-03-15,"{""address"": ""Street 46, City 15"", ""phone"": ""4436083851"", ""email"": ""email_897@example.com""}",Marketing,8763.0
155,Name_135,73.0,70000,2022-06-22,"{""address"": ""Street 98, City 31"", ""phone"": ""8088776216"", ""email"": ""email_906@example.com""}",Marketing,3897.0
156,Name_201,57.0,,2021-04-03,"{""address"": ""Street 12, City 16"", ""phone"": ""7231505470"", ""email"": ""email_465@example.com""}",IT,4535.0
157,Name_840,60.0,,2017-11-30,"{""address"": ""Street 20, City 16"", ""phone"": ""6229509279"", ""email"": ""email_833@example.com""}",IT,2934.0
158,Name_780,41.0,,2017-04-02,"{""address"": ""Street 37, City 37"", ""phone"": ""1121610514"", ""email"": ""email_276@example.com""}",HR,
159,Name_930,51.0,50000,2020-06-14,"{""address"": ""Street 10, City 14"", ""phone"": ""6817015123"", ""email"": ""email_553@example.com""}",Finance,
160,Name_33,25.0,70000,,"{""address"": ""Street 32, City 32"", ""phone"": ""9348909131"", ""email"": ""email_471@example.com""}",,3587.0
161,Name_48,61.0,50000,,"{""address"": ""Street 7, City 31"", ""phone"": ""3787375883"", ""email"": ""email_66@example.com""}",HR,8256.0
162,Name_503,70.0,50000,2022-05-14,"{""address"": ""Street 54, City 12"", ""phone"": ""3926657011"", ""email"": ""email_451@example.com""}",Finance,6839.0
163,Name_407,50.0,50000,2022-08-14,"{""address"": ""Street 48, City 3"", ""phone"": ""2108603273"", ""email"": ""email_435@example.com""}",IT,3457.0
164,Name_574,40.0,70000,2019-06-25,"{""address"": ""Street 33, City 2"", ""phone"": ""5129733011"", ""email"": ""email_828@example.com""}",,7302.0
165,Name_728,,70000,2020-11-25,"{""address"": ""Street 90, City 21"", ""phone"": ""7056716915"", ""email"": ""email_236@example.com""}",IT,9554.0
166,Name_805,71.0,50000,,"{""address"": ""Street 90, City 19"", ""phone"": ""4417746886"", ""email"": ""email_645@example.com""}",IT,3727.0
167,Name_99,70.0,70000,2016-05-09,"{""address"": ""Street 62, City 28"", ""phone"": ""1913642647"", ""email"": ""email_679@example.com""}",Marketing,5261.0
168,Name_684,66.0,60000,2024-08-03,"{""address"": ""Street 47, City 37"", ""phone"": ""8824804454"", ""email"": ""email_34@example.com""}",Finance,1754.0
169,Name_872,31.0,70000,2019-03-29,"{""address"": ""Street 61, City 13"", ""phone"": ""8058245248"", ""email"": ""email_965@example.com""}",HR,4688.0
170,Name_726,31.0,50000,2021-04-10,,Marketing,3211.0
171,Name_987,33.0,50000,2019-09-05,"{""address"": ""Street 33, City 1"", ""phone"": ""6015763776"", ""email"": ""email_323@example.com""}",Finance,9836.0
172,Name_547,66.0,,2021-03-10,"{""address"": ""Street 77, City 34"", ""phone"": ""1388036067"", ""email"": ""email_818@example.com""}",Finance,6867.0
173,Name_961,55.0,,2024-02-15,"{""address"": ""Street 93, City 1"", ""phone"": ""9279646306"", ""email"": ""email_58@example.com""}",Finance,1684.0
174,Name_739,75.0,50000,2022-04-24,,,2820.0
175,Name_613,77.0,60000,2024-03-26,"{""address"": ""Street 49, City 14"", ""phone"": ""3371248159"", ""email"": ""email_723@example.com""}",Marketing,7056.0
176,Name_943,56.0,,2022-01-13,"{""address"": ""Street 42, City 24"", ""phone"": ""4840621902"", ""email"": ""email_585@example.com""}",HR,9611.0
177,Name_462,43.0,50000,2022-07-08,"{""address"": ""Street 45, City 25"", ""phone"": ""1882858895"", ""email"": ""email_380@example.com""}",Marketing,8019.0
178,Name_643,43.0,,2021-02-04,"{""address"": ""Street 47, City 18"", ""phone"": ""9694965836"", ""email"": ""email_537@example.com""}",IT,3997.0
179,Name_769,18.0,,2021-05-14,"{""address"": ""Street 40, City 14"", ""phone"": ""9472044145"", ""email"": ""email_139@example.com""}",Finance,
180,Name_5,49.0,50000,,"{""address"": ""Street 77, City 12"", ""phone"": ""5546521159"", ""email"": ""email_424@example.com""}",IT,
181,Name_218,74.0,70000,2019-05-27,"{""address"": ""Street 65, City 44"", ""phone"": ""8937530125"", ""email"": ""email_931@example.com""}",Marketing,7566.0
182,Name_503,32.0,,2022-05-12,"{""address"": ""Street 8, City 6"", ""phone"": ""8518468730"", ""email"": ""email_3@example.com""}",HR,9913.0
183,Name_767,69.0,70000,2018-05-31,"{""address"": ""Street 18, City 32"", ""phone"": ""2240187396"", ""email"": ""email_521@example.com""}",IT,4998.0
184,Name_398,38.0,50000,,"{""address"": ""Street 8, City 25"", ""phone"": ""5870927306"", ""email"": ""email_897@example.com""}",IT,6093.0
185,Name_871,35.0,50000,2020-06-08,"{""address"": ""Street 15, City 45"", ""phone"": ""8468230087"", ""email"": ""email_410@example.com""}",,8223.0
186,Name_795,47.0,60000,2016-09-27,"{""address"": ""Street 63, City 37"", ""phone"": ""1714967749"", ""email"": ""email_385@example.com""}",Marketing,6622.0
187,Name_393,77.0,,2024-04-15,"{""address"": ""Street 82, City 44"", ""phone"": ""5808317044"", ""email"": ""email_792@example.com""}",IT,8101.0
188,Name_207,75.0,,2017-07-27,"{""address"": ""Street 58, City 41"", ""phone"": ""1843867943"", ""email"": ""email_655@example.com""}",Marketing,5262.0
189,Name_15,30.0,60000,2018-02-17,,HR,6982.0
190,Name_858,41.0,70000,2023-06-16,"{""address"": ""Street 58, City 32"", ""phone"": ""3757383577"", ""email"": ""email_744@example.com""}",IT,9083.0
191,Name_554,47.0,60000,2015-05-14,"{""address"": ""Street 33, City 8"", ""phone"": ""2752924295"", ""email"": ""email_413@example.com""}",HR,8104.0
192,Name_892,19.0,70000,2019-03-14,,IT,5459.0
193,Name_461,,50000,,"{""address"": ""Street 1, City 28"", ""phone"": ""5228635413"", ""email"": ""email_312@example.com""}",Finance,1668.0
194,Name_691,64.0,70000,2025-01-30,"{""address"": ""Street 59, City 29"", ""phone"": ""8564022007"", ""email"": ""email_358@example.com""}",,5253.0
195,Name_575,61.0,70000,,"{""address"": ""Street 16, City 40"", ""phone"": ""3636903962"", ""email"": ""email_953@example.com""}",,6514.0
